"question_id","participant_id","answer","time","correct","type","size","layout","domain_question"
24,6,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","55.25","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
2,6,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","37.102","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
4,6,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","19.243","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
17,6,"Sports avoidance                                                                                                                                                                                                                                                                                            ","12.13","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
20,6,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","18.005","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
25,6,"Obesity                                                                                                                                                                                                                                                                                                     ","14.017","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
1,6,"Depression                                                                                                                                                                                                                                                                                                  ","12.582","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
15,6,"Low salary                                                                                                                                                                                                                                                                                                  ","17.203","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
28,6,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","18.792","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
22,6,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","20.166","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
6,6,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","25.167","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
21,6,"Gambling                                                                                                                                                                                                                                                                                                    ","19.388","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
36,6,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","42.484","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
23,6,"Health issues                                                                                                                                                                                                                                                                                               ","22.457","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
29,6,"Early age drinking                                                                                                                                                                                                                                                                                          ","79.386","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
8,6,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","12.865","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
31,6,"Pleasant gym time                                                                                                                                                                                                                                                                                           ","12.918","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
30,6,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","15.638","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
34,6,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","81.804","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
5,6,"Successful Debates                                                                                                                                                                                                                                                                                          ","14.434","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
27,6,"Pass exams                                                                                                                                                                                                                                                                                                  ","21.597","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
13,6,"Poor performance                                                                                                                                                                                                                                                                                            ","26.509","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
12,6,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","57.134","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
20,7,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","17.918","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
36,7,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","23.675","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
23,7,"Health issues                                                                                                                                                                                                                                                                                               ","4.794","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
1,7,"Depression                                                                                                                                                                                                                                                                                                  ","5.483","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
3,7,"More friends                                                                                                                                                                                                                                                                                                ","10.698","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
13,7,"Poor performance                                                                                                                                                                                                                                                                                            ","6.651","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
18,7,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","23.242","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
22,7,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","17.618","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
15,7,"Low salary                                                                                                                                                                                                                                                                                                  ","9.416","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
14,7,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","7.539","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
30,7,"Low self-representation -> low salary -> lack of self-esteem                                                                                                                                                                                                                                                ","49.624","no                            ","node-linked                   ","large                         ","parallel                      ","drinking                      "
11,7,"Pass exams                                                                                                                                                                                                                                                                                                  ","13.368","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
7,7,"Behavioural issues                                                                                                                                                                                                                                                                                          ","10.511","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
28,7,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","36.446","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
6,7,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","20.429","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
8,7,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","11.452","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
21,7,"Gambling                                                                                                                                                                                                                                                                                                    ","10.107","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
24,7,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","35.447","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
29,7,"Early age drinking                                                                                                                                                                                                                                                                                          ","28.756","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
5,7,"Successful Debates                                                                                                                                                                                                                                                                                          ","14.558","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
19,7,"Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ","15.868","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
32,7,"Regular gym attendance -> anxiety to attend -> gym mania                                                                                                                                                                                                                                                    ","0.182","no                            ","matrix                        ","large                         ","alpha                         ","gym                           "
26,7,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","19.642","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
10,7,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","20.797","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
25,7,"Obesity                                                                                                                                                                                                                                                                                                     ","26.254","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
4,7,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","13.751","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
27,7,"Pass exams                                                                                                                                                                                                                                                                                                  ","24.194","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
33,7,"Gym buddy                                                                                                                                                                                                                                                                                                   ","16.208","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
12,7,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","42.224","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
35,7,"Low salary                                                                                                                                                                                                                                                                                                  ","12.197","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
34,7,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","78.426","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
2,7,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","28.936","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
9,7,"Better social life                                                                                                                                                                                                                                                                                          ","9.635","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
31,7,"Pleasant gym time                                                                                                                                                                                                                                                                                           ","21.33","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
17,7,"Sports avoidance                                                                                                                                                                                                                                                                                            ","37.756","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
16,7,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","37.409","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
