"question_id","participant_id","answer","time","correct","type","size","layout","domain_question"
35,31,"Low salary                                                                                                                                                                                                                                                                                                  ","803.679","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
16,31,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","789.776","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
12,31,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","747.101","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
33,31,"Gym buddy                                                                                                                                                                                                                                                                                                   ","732.213","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
11,31,"Pass exams                                                                                                                                                                                                                                                                                                  ","721.726","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
13,31,"Poor performance                                                                                                                                                                                                                                                                                            ","709.04","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
26,31,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","696.257","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
29,31,"Depression                                                                                                                                                                                                                                                                                                  ","667.965","no                            ","node-linked                   ","large                         ","parallel                      ","drinking                      "
34,31,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","603.247","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
10,31,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","577.518","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
24,31,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","553.017","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
