question_id,participant_id,time,correct,type,size,layout,domain_question
1,24,5.664,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
15,24,23.511,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
17,24,28.801,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
30,24,122.853,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
33,24,31.512,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
2,24,34.799,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
14,24,33.172,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
28,24,69.01,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
5,24,14.103,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
35,24,23.6,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
19,24,30.19,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
34,24,52.016,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
13,24,32.781,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
36,24,95.607,no                            ,matrix                        ,large                         ,inDD                          ,drinking                      
6,24,51.343,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
21,24,39.399,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
8,24,25.015,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
7,24,25.871,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
11,24,16.935,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
18,24,32.719,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
4,24,33.382,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
26,24,51.503,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
25,24,43.801,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
33,25,16.903,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
13,25,5.597,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
36,25,32.882,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
14,25,15.328,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
16,25,26.279,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
26,25,37.623,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
31,25,32.208,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
35,25,13.055,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
28,25,20.268,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
27,25,16.879,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
7,25,12.698,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
24,25,32.335,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
20,25,27.101,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
5,25,12.351,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
19,25,12.427,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
21,25,10.231,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
34,25,45.941,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
1,25,17.495,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
6,25,19.647,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
18,25,20.769,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
32,25,79.822,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
9,25,5.46,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
3,25,9.179,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
23,25,14.703,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
2,25,21.248,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
17,25,9.728,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
4,25,65.455,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
10,25,34.88,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
25,25,23.095,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
12,25,21.203,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
11,25,14.971,no                            ,matrix                        ,small                         ,inDD                          ,student                       
15,25,12.399,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
22,25,37.503,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
8,25,68.023,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
30,25,73.582,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
29,25,46.536,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
1,26,1.084,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
1,26,5.639,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
1,26,5.639,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
17,26,7.155,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
17,26,7.155,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
4,26,9.711,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
4,26,9.711,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
18,26,20.933,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
18,26,20.933,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
20,26,17.176,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
20,26,17.176,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
30,26,30.71,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
30,26,30.71,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
35,26,13.408,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
3,26,7.336,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
32,26,33.151,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
31,26,11.904,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
11,26,7.398,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
28,26,42.104,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
24,26,27.6,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
9,26,5.682,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
23,26,8.061,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
25,26,7.296,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
2,26,18.742,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
5,26,8.692,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
10,26,19.513,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
22,26,44.551,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
36,26,44.119,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
35,26,13.408,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
3,26,7.336,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
32,26,33.151,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
31,26,11.904,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
11,26,7.398,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
28,26,42.104,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
24,26,27.6,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
9,26,5.682,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
23,26,8.061,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
25,26,7.296,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
2,26,18.742,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
5,26,8.692,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
10,26,19.513,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
22,26,44.551,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
36,26,44.119,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
13,26,6.509,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
13,26,6.509,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
7,26,5.859,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
27,26,9.447,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
6,26,12.023,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
21,26,20.248,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
8,26,35.815,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
14,26,10.687,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
29,26,29.703,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
16,26,25.663,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
15,26,6.679,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
19,26,10.391,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
26,26,25.783,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
12,26,17.584,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
34,26,38.334,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
33,26,13.535,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
7,26,5.859,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
27,26,9.447,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
6,26,12.023,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
21,26,20.248,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
8,26,35.815,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
14,26,10.687,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
29,26,29.703,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
16,26,25.663,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
15,26,6.679,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
19,26,10.391,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
26,26,25.783,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
12,26,17.584,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
34,26,38.334,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
33,26,13.535,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
32,27,46.303,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
12,27,17.952,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
35,27,14.51,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
13,27,10.592,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
15,27,8.055,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
25,27,16.551,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
30,27,15.473,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
34,27,49.568,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
27,27,12.64,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
26,27,58.739,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
6,27,17.557,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
23,27,11.5,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
19,27,8.248,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
4,27,16.384,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
18,27,31.303,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
20,27,26.039,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
33,27,25.787,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
36,27,43.845,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
5,27,7.341,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
17,27,15.546,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
31,27,12.282,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
8,27,12.876,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
2,27,28.917,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
22,27,19.961,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
1,27,5.63,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
16,27,42.224,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
3,27,11.68,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
9,27,6.308,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
24,27,26.106,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
11,27,6.8,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
10,27,38.631,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
14,27,19.902,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
21,27,11.101,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
7,27,9.179,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
29,27,30.484,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
28,27,46.178,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
34,28,64.552,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
14,28,10.198,yes                       ,node-linked                   ,medium                        ,hier                          ,student                       
1,28,11.811,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
15,28,16.988,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
17,28,10.758,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
27,28,20.375,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
32,28,50.247,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
36,28,41.772,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
29,28,25.285,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
28,28,54.332,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
8,28,12.013,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
25,28,7.548,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
21,28,7.912,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
6,28,19.108,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
20,28,65.364,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
22,28,32.133,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
35,28,26.065,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
2,28,25.198,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
7,28,16.885,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
19,28,8.198,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
33,28,24.524,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
10,28,29.9,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
4,28,19.355,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
24,28,37.121,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
3,28,11.798,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
18,28,50.933,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
5,28,11.636,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
11,28,10.355,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
26,28,72.542,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
13,28,17.195,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
12,28,27.948,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
16,28,54.221,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
23,28,19.301,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
9,28,11.721,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
31,28,15.684,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
30,28,28.771,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
22,29,28.128,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
2,29,19.192,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
25,29,43.728,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
3,29,7.863,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
5,29,15.166,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
15,29,10.04,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
20,29,14.199,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
24,29,43.07,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
17,29,7.711,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
16,29,33.424,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
32,29,44.575,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
13,29,13.183,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
9,29,8.158,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
30,29,21.969,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
8,29,12.343,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
10,29,24.535,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
23,29,12.714,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
26,29,23.172,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
31,29,13.782,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
7,29,6.424,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
21,29,8.535,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
34,29,44.502,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
28,29,48.16,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
12,29,23.352,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
27,29,13.399,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
6,29,26.568,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
29,29,41.871,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
35,29,13.718,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
14,29,244.11,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
1,29,8.639,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
36,29,42.828,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
4,29,15.252,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
11,29,7.762,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
33,29,17.151,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
19,29,15.015,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
18,29,29.846,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
11,30,6.903,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
27,30,18.311,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
14,30,10.854,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
28,30,45.592,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
30,30,9.559,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
4,30,32.364,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
9,30,9.099,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
13,30,12.944,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
6,30,29.328,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
5,30,15.302,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
21,30,10.639,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
2,30,34.086,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
34,30,50.48,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
19,30,27.736,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
33,30,26.791,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
35,30,15.255,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
12,30,78.11,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
15,30,25.951,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
20,30,16.792,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
32,30,82.527,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
10,30,63.383,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
23,30,16.792,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
17,30,10.215,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
1,30,10.535,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
16,30,43.311,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
31,30,70.455,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
18,30,22.623,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
24,30,77.615,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
3,30,11.815,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
