question_id,participant_id,time,correct,type,size,layout,domain_question
27,8,11.684,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
5,8,8.61,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
18,8,39.065,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
12,8,81.598,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
32,8,35.015,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
11,8,12.519,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
26,8,42.752,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
13,8,10.431,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
19,8,19.511,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
34,8,36.552,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
21,8,15.744,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
20,8,20.055,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
24,8,25.311,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
31,8,13.704,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
17,8,14.447,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
3,8,14.575,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
2,8,29.855,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
5,9,25.286,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
21,9,14.638,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
8,9,28.344,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
22,9,24.583,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
24,9,62.368,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
34,9,93.271,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
3,9,14.512,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
7,9,12.686,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
36,9,30.615,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
35,9,15.838,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
15,9,12.328,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
32,9,78.191,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
28,9,89.216,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
13,9,9.504,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
27,9,23.639,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
29,9,37.08,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
6,9,23.798,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
9,9,15.471,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
14,9,15.168,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
26,9,39.783,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
4,9,24.753,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
17,9,8.382,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
11,9,17.817,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
31,9,19.311,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
10,9,34.724,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
25,9,17.219,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
12,9,33.455,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
18,9,37.984,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
33,9,19.279,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
20,9,24.591,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
19,9,25.272,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
23,9,26.08,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
30,9,32.623,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
16,9,72.59,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
2,9,43.4,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
1,9,15.783,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
12,10,17.765,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
28,10,33.334,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
15,10,9.167,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
29,10,28.31,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
31,10,19.651,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
5,10,13.804,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
10,10,16.307,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
14,10,8.973,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
7,10,7.281,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
6,10,14.234,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
22,10,20.629,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
3,10,7.742,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
35,10,17.244,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
20,10,21.404,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
34,10,38.424,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
36,10,106.253,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
13,10,15.258,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
16,10,31.837,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
21,10,11.023,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
33,10,12.293,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
11,10,16.329,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
24,10,34.77,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
18,10,20.539,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
2,10,28.207,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
17,10,17.617,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
32,10,59.446,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
19,10,13.959,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
25,10,15.469,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
4,10,18.596,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
27,10,15.686,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
26,10,25.894,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
30,10,18.185,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
1,10,7.713,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
23,10,15.742,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
9,10,13.949,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
8,10,115.755,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
28,11,42.672,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
8,11,9.743,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
31,11,10.085,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
9,11,4.834,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
11,11,7.559,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
21,11,6.144,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
26,11,13.718,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
30,11,18.375,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
23,11,13.056,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
22,11,43.06,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
2,11,19.613,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
19,11,8.889,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
15,11,15.305,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
36,11,75.256,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
14,11,9.455,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
16,11,26.58,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
29,11,13.571,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
32,11,30.351,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
1,11,8,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
13,11,13.898,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
27,11,14.212,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
4,11,12.654,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
34,11,48.872,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
18,11,16.055,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
33,11,14.313,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
12,11,10.811,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
35,11,13.458,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
5,11,10,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
20,11,12.391,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
7,11,11.135,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
6,11,19.11,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
10,11,22.784,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
17,11,9.615,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
3,11,8.791,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
25,11,10.368,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
24,11,25.863,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
31,12,12.048,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
11,12,5.944,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
34,12,38.335,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
12,12,60.991,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
14,12,12.512,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
24,12,31.047,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
29,12,21.757,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
33,12,7.672,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
26,12,18.687,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
25,12,13.759,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
5,12,9.783,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
22,12,18.144,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
18,12,18.016,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
3,12,7.735,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
17,12,12.015,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
19,12,8.192,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
32,12,44.464,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
35,12,12.934,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
4,12,16.464,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
16,12,55.039,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
30,12,14.736,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
7,12,7.607,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
1,12,11.615,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
21,12,10.319,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
36,12,36.207,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
15,12,15.648,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
2,12,26.608,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
8,12,12.887,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
23,12,15.209,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
10,12,28.399,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
9,12,9.392,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
13,12,18.342,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
20,12,80.28,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
6,12,35.365,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
28,12,75.623,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
27,12,21.777,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
4,13,16.622,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
20,13,19.72,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
7,13,7.647,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
21,13,13.631,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
23,13,15.136,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
33,13,9.784,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
2,13,22.616,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
6,13,16.744,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
35,13,9.367,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
34,13,23.712,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
14,13,13.879,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
31,13,30.935,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
27,13,15.872,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
12,13,27.296,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
26,13,14.743,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
28,13,14.487,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
5,13,9.824,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
8,13,13.639,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
13,13,16.831,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
25,13,23.071,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
3,13,8.264,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
16,13,32.079,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
10,13,31.887,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
30,13,65.984,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
9,13,12.168,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
24,13,79.55,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
11,13,8.136,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
17,13,6.264,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
32,13,42.623,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
19,13,17.167,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
18,13,28.103,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
22,13,39.336,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
29,13,34.143,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
15,13,12.823,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
1,13,16.08,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
36,13,42.559,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
8,14,20.455,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
24,14,29.111,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
11,14,6.015,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
25,14,14.848,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
27,14,16.296,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
1,14,5.032,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
6,14,21.631,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
10,14,51.974,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
3,14,9.777,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
2,14,20.807,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
18,14,32.503,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
35,14,8.288,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
31,14,7.879,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
16,14,35.35,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
30,14,78.471,no                            ,node-linked                   ,large                         ,parallel                      ,drinking                      
32,14,33.791,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
9,14,20.328,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
12,14,21.536,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
17,14,22.095,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
29,14,25.558,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
7,14,6.391,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
20,14,50.183,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
14,14,15.664,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
34,14,44.559,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
13,14,11.151,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
28,14,50.128,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
15,14,16.304,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
21,14,11.84,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
36,14,20.127,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
23,14,11.375,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
22,14,20.735,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
26,14,22.284,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
33,14,7.314,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
19,14,15.191,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
5,14,12.696,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
4,14,14.799,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
2,15,22.495,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
18,15,21.8,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
5,15,10.312,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
19,15,6.855,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
21,15,8.096,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
31,15,16.007,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
36,15,35.847,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
4,15,7.623,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
33,15,17.168,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
32,15,32.487,yes                           ,matrix                        ,large                         ,alpha                         ,gym                           
12,15,11.967,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
29,15,15.583,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
25,15,10.121,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
10,15,20.103,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
24,15,24.575,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
26,15,16.928,yes                           ,node-linked                   ,large                         ,hier                          ,gym                           
3,15,11.896,yes                           ,node-linked                   ,small                         ,organic                       ,gym                           
6,15,15.423,yes                           ,node-linked                   ,small                         ,parallel                      ,student                       
11,15,7.631,yes                           ,matrix                        ,small                         ,inDD                          ,student                       
23,15,14.991,yes                           ,matrix                        ,medium                        ,inDD                          ,gym                           
1,15,8.495,yes                           ,node-linked                   ,small                         ,hier                          ,drinking                      
14,15,12.319,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
8,15,10.504,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
28,15,74.814,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
7,15,11.264,yes                           ,matrix                        ,small                         ,alpha                         ,drinking                      
22,15,14.079,yes                           ,matrix                        ,medium                        ,outDD                         ,drinking                      
9,15,7.559,yes                           ,matrix                        ,small                         ,outDD                         ,gym                           
15,15,12.872,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
30,15,9.12,yes                           ,node-linked                   ,large                         ,parallel                      ,drinking                      
17,15,10.728,yes                           ,node-linked                   ,medium                        ,parallel                      ,gym                           
16,15,36.92,yes                           ,node-linked                   ,medium                        ,organic                       ,drinking                      
20,15,15.919,yes                           ,matrix                        ,medium                        ,alpha                         ,student                       
27,15,24.335,yes                           ,node-linked                   ,large                         ,organic                       ,student                       
13,15,17.992,yes                           ,node-linked                   ,medium                        ,hier                          ,student                       
35,15,10.806,yes                           ,matrix                        ,large                         ,inDD                          ,drinking                      
34,15,54.999,yes                           ,matrix                        ,large                         ,outDD                         ,student                       
